0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1409,1427,2046,1425,2052,2775,4498,1407,2779,2060,4642,2062,4762,4888,10195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,1950,1854,4318,3091,5934,5688,8094,3187,5665,6078,8238,7694,11294,11172,15614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,1956,3090,5910,1734,4312,5712,8070,3307,5667,7688,11288,6198,8358,11052,15608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,4376,5574,7975,5598,7951,9245,14574,6534,11700,12492,16358,12612,16352,17260,20545
0,0,0,0,0,0,0,0,697,1408,1307,1926,1305,1932,2655,4496,0,0,0,0,0,0,0,0,1287,2659,1940,4666,1942,4786,5008,10171,0,0,0,0,0,0,0,0,1421,2070,1855,4319,3115,5935,5568,8095,0,0,0,0,0,0,0,0,3181,5545,6102,8262,7814,11414,11178,15734,0,0,0,0,0,0,0,0,1419,2076,3114,5911,1735,4313,5592,8071,0,0,0,0,0,0,0,0,3301,5547,7808,11408,6222,8382,11058,15728,0,0,0,0,0,0,0,0,2799,4378,5694,7974,5718,7950,9269,14575,0,0,0,0,0,0,0,0,6535,11706,12498,16478,12618,16472,17140,20544
0,0,0,0,0,0,0,0,1405,2803,3189,5641,3309,5643,6654,11580,1285,2683,3183,5521,3303,5523,6655,11586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,4636,6072,8232,7712,11312,12516,16334,1964,4660,6096,8256,7832,11432,12522,16454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,4756,7718,11318,6192,8352,12636,16328,1966,4780,7838,11438,6216,8376,12642,16448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889,10315,11196,15638,11076,15632,17266,20521,5009,10291,11202,15758,11082,15752,17146,20520,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,1433,1403,2047,1431,2773,2054,4618,1401,2058,2781,4522,2063,4882,4768,10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1830,1974,4316,3211,5664,6054,8214,3067,5958,5689,8118,7692,11174,11292,15612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,1836,3066,5916,3427,5669,7568,11168,1758,4288,5736,8076,6318,8478,11046,15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559,4400,5454,7999,6558,11724,12486,16238,5478,7957,9243,14598,12732,16232,17236,20665
